f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,exposure,visit,conversion
0,2,3.90696,1,2.995864,2.514769,0,0.284842,0,2.085886,0.533912,0.019448,0,0,0,0
1,1,1.208181,3,1.261137,0.179122,2,0.664698,3,0.327491,5.728393,1.716731,0,0,1,0
-1,0,4.864073,2,2.842538,0.40806,1,3.335722,0,0.586212,3.334604,0.646703,0,0,0,0
0,0,3.360557,2,0.091724,2.479391,1,0.881239,2,0.404609,-1.0,1.043372,0,0,0,0
2,1,-1.0,0,1.103498,1.102358,3,0.132842,2,0.589768,0.709004,-1.0,0,0,0,0
1,2,1.385365,1,0.206509,1.235993,0,0.600514,1,4.958381,0.853492,0.385597,1,1,0,0
3,2,4.536366,0,0.974541,2.036807,0,2.213251,3,1.292908,2.262066,0.324737,1,1,0,0
0,2,0.388231,3,2.041776,0.410819,2,3.584049,0,-1.0,0.445253,0.247557,0,0,1,0
-1,0,5.33181,-1,5.692447,2.872183,1,1.05216,1,4.405154,0.512124,9.055829,0,0,0,1
1,2,-1.0,1,0.391345,2.270009,0,1.622197,0,3.098413,2.40696,3.292655,0,0,0,0
0,0,4.593658,0,0.591139,1.269112,0,0.691384,2,4.28183,1.748351,1.957416,1,1,0,0
0,1,0.994787,0,0.908888,-1.0,1,2.467447,0,3.18971,0.142492,0.145594,0,0,0,0
0,3,1.401588,2,0.377369,3.205839,2,4.158671,3,5.49874,1.930147,0.240802,0,0,0,0
1,2,0.966274,2,2.660621,0.552203,0,2.155882,3,1.724023,0.228945,2.018985,1,1,0,0
1,-1,0.587521,3,0.932306,1.93742,1,0.888548,3,1.986397,0.530135,1.494187,0,0,0,0
3,0,0.763338,0,1.129706,5.722222,1,1.54359,0,1.93079,0.694307,0.762007,1,1,1,0
1,1,3.971371,3,1.85925,-1.0,1,2.592151,2,0.644381,0.625451,0.258704,1,1,0,1
0,1,0.098849,2,0.930799,0.8006,-1,-1.0,0,2.330724,0.522383,2.872658,0,0,1,0
2,1,0.289684,1,0.441517,10.157432,0,2.226719,3,3.517687,0.354242,6.000897,1,1,0,0
2,3,0.484096,1,0.938924,1.259626,-1,-1.0,2,0.548585,1.669319,1.550564,0,0,0,0
0,2,0.340158,0,0.424781,4.049493,2,4.134464,1,0.424331,0.199272,0.469543,0,0,0,0
0,3,4.526638,1,1.114026,-1.0,3,2.01403,2,0.576364,0.587613,-1.0,0,0,0,0
0,0,3.517241,3,2.70997,2.90898,1,0.607406,0,-1.0,2.205794,1.183605,0,0,0,0
2,3,1.807658,1,0.308826,0.579016,1,4.073465,1,0.788897,1.488046,5.103317,0,0,0,0
2,0,0.528452,3,0.216023,-1.0,3,1.584161,0,0.331498,0.25043,0.699072,0,0,0,0
1,3,3.800193,2,-1.0,0.545125,3,0.869588,-1,-1.0,0.145212,7.862358,1,1,0,0
3,1,0.204307,0,0.464033,6.693628,0,0.258204,3,0.405016,0.336478,0.638597,0,0,0,0
3,1,8.516306,2,1.032255,0.801611,0,1.260337,2,0.490234,0.113259,0.516131,1,1,0,1
2,1,0.504277,1,1.377684,0.330241,1,6.264438,4,0.246856,1.096011,2.291537,0,0,0,0
3,4,0.769484,1,0.117222,1.099789,4,0.06526,1,1.832377,0.631598,0.929446,0,0,0,0
0,0,0.650936,0,1.993415,1.711029,1,0.0679,4,0.827509,0.68214,1.473241,0,0,0,0
0,1,0.341944,1,0.31047,0.97375,2,2.154028,1,1.706512,1.665947,-1.0,0,0,0,0
0,3,6.855924,0,0.9779,-1.0,2,-1.0,2,0.100518,2.395573,0.367642,0,0,1,0
0,1,2.200962,0,-1.0,2.821636,3,1.958901,2,2.922457,1.269058,0.682899,0,0,0,0
1,0,3.37188,1,0.575822,3.522532,2,0.590736,0,-1.0,0.800201,1.430998,1,1,0,0
4,1,0.294149,1,-1.0,0.192443,1,0.117446,1,1.648745,0.495394,0.459376,0,0,0,0
0,1,-1.0,4,-1.0,0.416018,-1,-1.0,0,4.578291,0.704082,2.913013,0,0,1,0
0,4,1.683759,1,-1.0,0.852632,2,4.758846,-1,1.444624,1.230349,0.898255,1,1,1,0
1,3,1.310956,3,1.162928,0.58806,2,0.636616,0,8.261474,-1.0,-1.0,0,0,0,0
4,1,0.313369,1,1.858953,1.692073,1,0.642153,1,0.152632,0.249195,0.3492,0,0,0,0
1,-1,2.931458,2,1.517977,6.293247,2,-1.0,3,0.727921,0.323707,1.408259,1,1,0,0
1,1,1.129246,0,1.28976,-1.0,0,0.16456,0,0.164727,0.99387,1.582864,0,0,0,0
0,0,0.384826,4,3.025741,4.839068,0,3.034866,1,1.369436,0.121105,-1.0,1,1,0,0
0,0,0.156414,1,1.169417,0.230309,2,-1.0,2,1.079504,1.330197,-1.0,0,0,0,0
-1,1,1.834307,3,9.827146,1.577458,1,2.694471,0,0.335484,2.876096,2.333045,0,0,0,0
-1,0,11.593629,1,2.613085,0.551722,2,0.470622,3,8.789071,10.574101,0.290612,1,1,0,0
0,4,-1.0,0,0.319966,1.611862,0,0.230436,0,0.698073,1.085532,1.326939,0,0,0,0
-1,3,1.185835,2,0.838157,0.172595,2,0.77034,0,0.11012,2.361531,0.37291,0,0,0,0
2,0,3.035868,0,-1.0,0.276543,1,0.563858,2,1.974243,1.02213,-1.0,0,0,0,0
3,2,0.280929,1,1.045502,1.608517,2,0.434704,1,2.005066,5.050987,1.30791,1,1,0,0
1,2,0.61881,0,1.987492,0.532591,0,0.44619,4,0.619097,0.65493,2.58095,0,0,0,0
1,4,0.423095,2,2.218911,0.723889,2,0.87377,3,2.199794,1.390054,0.253153,0,0,0,0
1,3,2.676946,-1,0.256767,6.273191,3,0.611666,1,0.386646,1.828825,5.211197,0,0,0,0
2,1,3.764152,1,3.600517,1.147484,0,0.39366,1,0.658925,1.474858,2.724656,1,1,1,0
0,3,1.17238,3,-1.0,2.463336,1,6.078235,1,1.482464,0.462251,1.044478,0,0,0,0
0,2,0.430963,1,0.551064,0.468007,2,1.580838,0,2.520195,0.253148,0.343862,1,1,0,0
1,2,0.642241,1,0.549293,-1.0,2,1.171732,1,-1.0,2.776552,4.612997,0,0,1,0
2,0,0.532326,4,2.24471,0.922438,2,0.93562,3,0.617293,1.285569,1.587724,0,0,0,0
0,0,0.376338,3,0.765621,0.225267,2,1.945686,1,0.959621,1.078202,1.586402,0,0,0,0
2,1,0.902995,3,0.515019,0.497286,1,1.702033,0,0.129201,2.439791,0.507754,0,0,0,0
-1,0,1.776822,0,0.654451,-1.0,1,0.355483,1,0.756116,2.328336,1.21429,0,0,0,0
0,0,1.632737,1,0.166179,0.894705,0,0.216045,0,0.137991,-1.0,0.534682,0,0,0,0
2,2,0.991801,0,0.430777,-1.0,0,0.102891,2,0.431013,-1.0,3.371303,1,1,0,0
1,0,1.058713,1,0.289505,1.822699,2,6.00103,1,0.241136,0.591472,3.45533,0,0,0,0
3,2,0.921686,1,0.764014,-1.0,0,0.640626,1,1.695973,1.705433,0.857664,1,1,0,0
0,1,0.273293,3,1.942922,0.389873,4,1.807708,1,0.481462,0.208173,0.557024,0,0,0,0
2,-1,-1.0,3,1.739984,0.113202,3,1.223923,4,-1.0,1.019957,2.20637,0,0,0,0
3,1,0.557872,1,3.513984,0.690373,3,2.490687,0,0.157673,2.111128,-1.0,0,0,0,0
4,0,-1.0,0,2.812225,2.089147,4,0.937501,3,0.783879,-1.0,0.311524,0,0,0,0
2,2,1.448756,3,0.589432,4.442765,1,0.265015,1,1.088225,1.153065,-1.0,0,0,0,0
1,3,0.542412,0,1.019254,1.209832,3,0.354475,3,1.632435,1.351585,-1.0,1,1,0,0
2,-1,1.255776,2,0.967968,3.948078,0,0.704154,2,8.615744,0.410363,0.991956,0,0,0,0
3,1,-1.0,0,0.116362,1.467892,0,0.204892,0,0.139914,3.092823,1.265027,0,0,0,0
2,1,0.386649,1,0.29604,-1.0,3,0.425569,3,-1.0,1.377605,1.724617,1,1,0,0
0,4,1.096498,-1,0.845957,0.54265,0,0.301549,2,7.366823,0.187133,0.571939,0,0,1,0
4,0,0.163585,0,0.841225,0.092074,-1,0.719868,0,-1.0,1.094944,2.151825,1,1,0,0
2,2,4.62989,1,1.669168,3.398008,2,0.608942,0,-1.0,4.279212,1.459482,0,0,1,0
2,1,0.2569,1,1.589853,0.948167,3,1.126913,2,-1.0,0.996037,3.080872,1,1,1,0
0,0,-1.0,4,0.170215,4.008017,0,2.350122,2,0.248086,0.521703,-1.0,0,0,0,0
2,1,3.812861,3,1.679669,0.386883,2,0.784573,2,0.442402,0.580053,1.424938,1,1,0,0
1,0,0.790948,0,1.195527,11.345489,0,0.222593,2,7.225554,0.852043,1.233654,0,0,0,0
2,2,0.301979,0,1.865209,0.779746,3,0.128949,2,0.311438,0.297488,-1.0,0,0,0,0
0,4,2.040252,2,2.906256,0.500479,0,1.176234,3,0.742141,4.065091,0.766095,0,0,0,0
2,0,1.994777,1,-1.0,0.806927,2,-1.0,2,0.7752,2.519511,1.483112,0,0,0,0
-1,3,0.530897,2,3.474978,1.185846,0,0.854395,0,2.500128,-1.0,1.051373,0,0,0,0
0,0,0.591599,0,0.410902,0.932485,0,1.39033,4,3.092212,-1.0,0.975552,1,1,0,0
-1,1,0.647,0,0.388393,0.597303,1,4.234126,0,1.113773,1.137172,0.985738,1,1,0,0
1,0,0.813,2,1.535371,0.164731,0,0.174208,1,0.041183,2.939152,-1.0,0,0,0,0
3,4,0.150624,0,0.691586,0.447389,2,0.363325,2,0.410971,0.387949,7.429887,0,0,0,0
3,3,0.834082,3,1.299049,-1.0,0,0.918297,1,0.301791,0.930307,-1.0,1,1,1,0
2,2,5.953113,0,7.337382,0.414898,1,-1.0,0,-1.0,-1.0,1.363098,1,1,0,0
2,3,0.408211,0,-1.0,0.179613,2,0.225586,0,0.398099,2.302337,0.265175,0,0,0,0
3,2,0.557946,-1,1.236357,0.348018,0,3.704608,2,5.384328,0.806834,0.729367,1,1,0,0
1,-1,0.306169,1,0.419278,0.915169,1,0.350653,-1,1.504091,0.911672,0.589215,0,0,0,0
1,2,1.844415,2,0.182687,0.468031,3,0.27004,2,3.110545,0.323479,-1.0,1,1,0,0
2,4,3.33075,0,0.930022,0.755907,0,-1.0,1,9.542649,4.702027,0.725025,1,1,0,0
3,1,3.255409,2,2.906269,0.450025,0,2.962382,1,0.389136,1.052244,0.53935,1,1,0,0
3,0,0.287075,2,-1.0,2.744898,1,0.498884,0,0.19791,-1.0,0.795777,1,1,0,0
3,1,1.648378,1,1.494008,1.633703,1,0.25017,0,1.205626,1.468217,0.338612,0,0,0,0
1,0,4.194399,3,4.164088,9.188563,1,0.431641,0,2.596271,0.402902,1.813394,0,0,0,0
3,2,1.66473,2,-1.0,0.682685,1,0.952971,1,0.514334,0.19375,2.236718,0,0,0,0
0,1,1.613506,1,1.535438,0.752105,3,2.439446,0,1.037056,0.825808,1.645538,0,0,0,0
1,2,0.623976,2,1.185431,3.265791,0,2.242897,0,3.37717,3.023702,-1.0,0,0,0,0
0,0,1.246214,2,0.219011,1.478471,1,0.45943,2,3.058914,-1.0,2.19377,0,0,0,0
1,0,3.442914,0,0.532488,0.39004,1,0.587944,3,0.558906,7.016177,0.276837,0,0,0,0
1,1,1.388479,1,0.755213,1.744419,2,-1.0,4,1.311725,2.301837,4.448934,0,0,0,0
1,-1,0.287,1,0.42642,1.486655,-1,2.706576,2,0.392305,1.210097,2.384754,0,0,0,0
2,1,0.633787,1,1.282041,0.166328,1,0.777416,0,-1.0,0.890618,0.148188,0,0,0,0
1,1,3.351069,3,6.764228,0.521362,-1,0.100746,2,3.889278,-1.0,0.467649,0,0,1,0
1,2,1.383675,1,4.562002,1.209637,1,0.632024,0,0.118457,0.295023,0.291524,1,1,0,0
0,2,1.12644,4,1.276191,4.247284,0,-1.0,2,1.21045,1.556451,-1.0,0,0,1,0
1,0,0.574638,0,2.180238,2.009726,0,0.422029,3,0.690531,-1.0,-1.0,0,0,0,0
0,1,-1.0,1,0.482582,-1.0,1,0.380857,2,1.731105,-1.0,1.024259,0,0,0,0
0,0,5.272015,3,4.323604,0.492529,1,-1.0,-1,0.504092,0.694023,5.666144,0,0,0,0
2,-1,3.536682,1,0.209723,2.220502,0,1.07225,2,3.131827,-1.0,4.238738,0,0,0,0
2,0,4.231648,1,2.491359,0.088361,1,0.481148,2,0.800736,0.93559,0.383743,0,0,0,0
2,1,0.69858,0,-1.0,-1.0,1,0.278676,0,4.269272,0.596369,-1.0,0,0,0,0
1,0,0.606428,1,0.469607,4.093122,0,-1.0,4,1.244652,4.385232,6.215915,1,1,0,0
1,0,0.855264,0,0.811568,1.34557,0,0.607576,0,0.350002,-1.0,0.400609,1,1,0,0
3,3,1.039327,-1,0.321662,0.468293,3,0.149937,4,1.720413,0.219229,2.632527,0,0,0,0
1,0,4.182963,1,0.335666,0.300567,1,1.835966,1,1.518301,1.276244,0.845164,0,0,0,0
1,0,3.208767,3,0.203711,2.315752,2,0.482465,0,0.898516,0.484464,0.390302,1,1,0,0
0,1,1.713382,2,2.154404,1.080919,2,0.763798,3,0.473143,1.289357,4.545565,0,0,0,0
1,0,0.239025,1,3.33791,0.803554,1,0.802642,0,2.364666,1.883989,0.651496,0,0,0,0
1,0,0.184885,1,0.115117,1.453509,0,0.984678,3,0.380899,1.157339,0.86112,0,0,0,0
1,3,1.271838,3,6.285878,-1.0,1,1.157246,0,0.423155,1.024267,-1.0,0,0,0,0
2,3,2.411534,3,0.988064,1.091885,2,-1.0,3,1.694644,0.127224,2.867559,0,0,0,0
1,4,0.923516,0,1.336231,0.266019,1,1.366645,2,0.809921,1.74985,2.673588,1,1,0,0
2,3,6.786291,1,0.229371,0.358285,0,0.708834,2,0.140188,1.216803,0.476215,0,0,0,0
3,2,0.338768,1,3.746514,2.113363,0,2.957792,1,0.382171,6.515728,1.12294,0,0,1,1
3,0,0.298689,0,-1.0,1.749188,3,2.259128,0,1.500574,3.118097,1.445968,0,0,0,0
2,3,0.514643,2,3.1231,1.465388,1,3.753778,3,0.76357,0.227186,2.652306,0,0,0,0
-1,3,0.495446,3,3.390096,0.556264,2,0.391267,0,0.903844,2.888398,0.54461,0,0,1,0
0,3,1.692634,1,3.799519,2.149403,1,3.620691,1,1.299584,0.272636,3.984754,0,0,0,0
0,1,0.655923,2,-1.0,0.69022,3,1.098642,2,1.578225,2.301819,2.258011,0,0,0,0
0,0,0.212707,2,0.812238,3.674928,1,1.99409,1,1.12312,4.278478,0.386864,0,0,0,0
2,3,2.438976,1,0.542427,0.47387,1,1.962817,0,0.035865,6.468936,1.623598,1,1,0,0
3,2,0.172053,0,2.447572,0.591385,4,1.582578,0,0.946274,-1.0,1.631159,1,1,0,1
0,-1,0.342591,2,1.394993,0.859462,2,0.336814,0,0.5967,2.025897,0.492096,0,0,0,0
4,0,0.197364,3,2.912888,2.333339,0,2.59888,3,-1.0,2.744195,1.531918,0,0,0,0
0,0,-1.0,2,3.04268,0.96553,0,1.421451,0,-1.0,-1.0,-1.0,1,1,1,0
4,0,1.20448,0,-1.0,1.038401,3,0.229217,-1,0.342165,0.187976,0.216252,0,0,0,0
1,3,6.796816,0,3.860397,0.67598,3,0.61651,0,1.072791,1.16702,0.040928,0,0,0,0
0,0,2.493847,0,2.587937,1.307467,1,0.29728,0,1.611304,1.766566,7.761161,0,0,0,0
1,0,4.22765,2,0.69127,0.931713,2,0.240218,2,0.733792,0.998406,0.883307,1,1,0,0
0,-1,1.334571,3,1.418774,0.456438,2,2.347437,0,0.27007,0.423723,1.114038,0,0,0,0
0,0,0.376464,0,0.883672,1.135748,1,0.22778,2,0.300023,0.818004,0.358255,0,0,0,0
1,3,1.136675,3,1.85161,1.162774,2,-1.0,3,0.966041,2.462539,0.549687,0,0,0,0
3,1,1.808361,2,0.68977,-1.0,0,7.229884,0,0.537752,1.4822,8.743144,1,1,1,1
1,3,2.021434,2,1.614342,-1.0,-1,0.638978,3,0.145465,1.592749,11.222781,0,0,0,0
1,2,0.623496,-1,1.069622,0.43198,3,1.930272,1,0.450173,0.779882,0.156398,0,0,0,1
2,4,1.630337,0,0.649084,1.321853,2,3.079698,0,0.272376,1.531853,1.059179,0,0,0,0
2,4,0.393361,4,1.209414,0.370524,1,2.168886,0,2.113608,0.121675,6.475863,1,1,1,0
0,0,0.352298,0,-1.0,0.341964,0,1.161338,4,0.226667,0.956922,1.21887,0,0,0,0
1,0,-1.0,1,-1.0,-1.0,1,0.963422,0,4.138774,0.683217,1.981987,1,1,0,0
0,0,1.024932,3,0.778845,0.4609,2,1.711904,3,-1.0,1.027519,0.844055,0,0,0,0
0,2,0.307944,4,0.512675,0.47242,2,0.798786,1,0.476834,-1.0,1.674155,1,1,1,1
2,3,0.653937,1,0.569375,0.277132,1,2.003483,0,0.541305,1.448097,4.244216,0,0,0,0
0,1,2.466787,2,2.260926,0.77858,2,0.771855,1,2.56963,6.83727,1.684896,0,0,0,0
1,2,0.357318,2,-1.0,0.093857,3,0.864559,3,2.956507,1.084114,0.296507,0,0,0,0
2,0,-1.0,3,0.994154,1.635201,0,6.56505,2,0.611145,1.047621,-1.0,0,0,0,0
0,3,1.074259,0,2.790712,0.573043,1,0.618542,1,-1.0,12.277139,2.167064,1,1,0,0
2,-1,1.280034,3,2.210996,0.663794,3,1.019428,3,0.649471,0.387702,0.93441,1,1,0,0
0,0,0.606961,1,0.850157,1.79836,1,1.538123,0,0.426693,1.640342,0.579699,0,0,0,0
-1,1,2.196489,1,0.2157,1.450262,2,1.640159,4,2.488048,4.856812,0.336207,0,0,0,0
1,0,1.804805,1,2.292821,0.532642,1,-1.0,3,1.168154,0.676823,-1.0,0,0,0,0
3,2,3.12632,1,1.184907,1.571123,-1,0.286393,2,0.484159,2.34636,-1.0,1,1,0,0
2,1,0.921639,4,1.022472,4.706265,0,1.175911,3,1.066748,1.181511,1.578933,1,1,0,0
0,0,0.598805,1,0.627477,-1.0,1,1.274851,1,0.685009,0.341424,0.596171,0,0,0,0
2,1,0.505285,-1,2.105702,2.125006,0,3.126644,2,12.225094,0.84848,1.194751,1,1,0,1
-1,1,-1.0,0,1.416935,0.328537,0,-1.0,2,-1.0,0.968712,1.17076,0,0,0,0
2,1,0.685809,2,0.789127,3.239523,1,3.339631,1,2.096346,0.529435,2.15749,0,0,0,0
3,2,0.565995,3,0.293624,0.490698,0,0.366702,2,1.544504,0.200568,0.439576,0,0,0,0
3,0,0.638721,2,2.909348,0.472309,-1,0.369346,0,0.860151,0.662381,5.035048,1,1,0,0
0,3,0.504751,2,1.831079,3.155699,4,1.388327,1,1.553113,0.224229,-1.0,0,0,0,1
0,2,1.220208,2,-1.0,-1.0,1,3.104498,0,1.234283,1.718918,-1.0,1,1,0,0
2,1,0.243513,3,0.070174,0.507077,2,0.818376,0,12.022409,1.731853,0.653942,1,1,0,0
1,0,1.353937,3,0.962815,-1.0,1,0.476976,1,0.907473,0.279508,0.453929,1,1,0,0
3,3,1.967077,0,-1.0,0.491668,3,0.201601,3,0.07377,1.085452,0.11033,0,0,0,0
4,-1,0.559406,3,0.538754,0.203368,2,1.437678,1,8.926647,0.260791,3.364919,0,0,0,0
1,0,6.834867,1,-1.0,1.208385,0,0.893228,2,0.600711,0.696365,2.291875,0,0,0,0
0,1,1.017777,0,2.043901,0.700177,3,0.647947,0,1.090314,0.512313,1.64671,0,0,0,0
3,0,0.209854,3,1.547785,-1.0,2,2.472402,1,0.580551,1.616419,0.483697,0,0,0,0
0,2,0.754845,1,2.823256,3.686639,1,0.916865,0,0.549407,0.198036,-1.0,1,1,0,0
3,0,1.064661,3,0.359767,0.401712,4,1.000887,0,0.326717,2.672699,0.714449,0,0,0,0
1,1,1.566694,0,0.635302,1.154859,4,2.459293,2,0.134999,3.413588,0.786881,0,0,0,0
2,2,0.773035,0,1.07766,2.944419,1,8.94179,2,0.487975,-1.0,2.214651,0,0,0,0
0,2,0.363648,1,-1.0,0.774099,2,0.641169,0,1.672381,0.26041,0.609856,0,0,0,0
2,1,-1.0,0,2.069215,0.479901,-1,0.416346,1,0.192739,0.123264,0.42455,1,1,0,0
1,1,0.52017,3,0.593214,1.346823,0,0.371927,3,1.657555,2.989983,1.157917,0,0,0,0
2,2,0.572481,0,3.663321,1.577277,1,1.61095,0,10.173104,7.271103,1.043468,0,0,0,0
0,0,-1.0,1,0.394097,2.402622,0,0.336042,0,1.332152,1.044517,1.654523,0,0,0,0
2,0,0.480555,0,8.431576,6.496148,3,0.688512,2,0.249206,0.312625,4.009856,0,0,0,0
3,3,1.933745,0,-1.0,0.632996,2,0.751804,0,1.495579,0.334488,0.665652,0,0,0,0
0,0,5.198721,3,0.909597,-1.0,0,4.741716,-1,2.605466,3.259638,2.540011,1,1,1,0
0,2,2.128594,0,3.146122,-1.0,-1,3.296496,2,3.68485,1.184054,1.152742,0,0,0,0
0,4,3.690866,2,0.670033,1.94717,2,0.215086,1,1.206471,0.379348,2.785381,0,0,1,0
2,0,2.648831,4,2.754639,1.201675,3,4.878434,1,1.830225,-1.0,3.428527,0,0,0,0
2,1,2.300509,2,0.838636,0.836366,0,0.296369,2,2.340136,-1.0,0.468935,1,1,1,0
1,2,-1.0,3,-1.0,0.538989,1,1.173852,0,-1.0,1.732335,7.238921,1,1,0,0
0,3,1.151322,0,-1.0,0.705797,2,-1.0,4,1.374857,0.572369,1.198533,0,0,1,0
1,4,0.65664,0,0.764362,1.266596,1,-1.0,2,0.527899,3.452098,0.317491,0,0,0,0
2,2,0.803236,3,1.32189,0.380538,2,0.375158,0,2.597168,2.415455,-1.0,0,0,0,0
1,0,1.070544,2,3.78224,0.735563,3,5.341586,2,-1.0,0.898982,4.362886,0,0,0,0
-1,2,2.041258,2,1.037304,-1.0,1,0.869275,0,-1.0,2.969375,3.722346,1,1,0,0
0,1,1.527028,2,2.726204,0.214463,3,1.253062,0,0.527386,2.845521,2.99374,0,0,0,0
2,1,0.850586,1,0.63512,0.349484,0,0.342229,2,2.231294,1.31514,0.582041,0,0,0,0
1,0,1.05711,0,0.71371,0.516849,0,0.24291,2,0.27873,0.317628,0.688227,0,0,0,0
1,0,1.542591,3,2.869207,-1.0,0,0.641373,2,0.620808,-1.0,0.206857,1,1,0,0
2,3,1.949152,2,0.085037,0.435733,1,1.684485,0,-1.0,0.204992,-1.0,1,1,0,0
2,1,0.218932,1,1.013068,0.945736,1,0.885633,2,0.254803,3.760723,1.186064,0,0,0,0
-1,1,0.340483,3,0.670346,0.353255,3,-1.0,0,0.563038,0.232051,4.482492,0,0,1,0
0,1,3.026209,1,3.898575,0.460058,2,1.132209,2,1.433868,1.03469,-1.0,1,1,0,0
0,3,0.940946,0,0.589638,0.236689,1,1.006486,2,0.780824,0.20374,0.716259,0,0,0,0
2,2,0.654374,3,1.676293,1.954828,2,1.707641,2,3.29685,5.385181,-1.0,0,0,0,1
2,0,0.768358,3,-1.0,0.265658,0,1.105502,3,-1.0,0.312695,2.340963,0,0,1,0
0,0,0.7682,1,0.224788,2.476908,0,2.570317,3,2.00837,-1.0,4.724687,0,0,0,0
0,0,1.747066,0,0.869906,1.596633,2,1.742308,-1,0.552902,0.208471,0.496872,0,0,0,0
0,4,-1.0,0,0.649445,0.927371,2,2.486721,-1,3.09311,2.388822,0.842851,0,0,1,0
3,2,1.025087,2,2.576143,2.560048,3,2.047167,3,2.188833,2.958746,1.146776,0,0,0,0
0,1,-1.0,1,1.964194,22.269127,1,-1.0,-1,2.75386,1.01774,0.766246,1,1,0,0
1,2,1.486267,3,0.791994,1.612081,2,2.290876,3,0.850979,0.936315,0.53768,0,0,0,0
0,1,1.249651,4,0.350846,0.32626,2,5.740783,2,-1.0,2.250065,0.773391,0,0,0,0
1,3,1.675156,3,2.823978,-1.0,-1,0.582058,0,0.190145,0.543566,0.295763,0,0,0,0
0,1,0.564003,1,0.934585,1.204557,0,2.304317,0,1.562499,2.970889,0.545395,0,0,0,0
1,0,0.389924,3,0.19822,8.257513,2,0.251398,3,1.148233,1.34518,-1.0,0,0,0,0
0,0,11.669802,1,0.216021,-1.0,2,2.578152,1,2.302481,0.207415,1.012209,0,0,1,0
3,1,0.739882,0,1.549037,3.603638,-1,1.058068,3,0.92706,6.338801,0.675998,0,0,0,0
0,4,0.831558,0,-1.0,0.999843,0,2.551804,1,0.373794,1.20203,0.579556,0,0,0,0
1,1,1.969619,1,6.421473,14.249593,1,5.362933,1,0.335596,0.713054,1.016097,1,1,0,1
3,3,4.9337,4,0.391774,0.754575,1,2.227983,2,0.98826,1.179828,0.084299,1,1,0,0
2,3,0.580115,0,0.999639,20.11908,1,0.661831,4,0.770962,0.487535,0.728326,0,0,0,0
1,0,0.368316,0,1.172469,1.552437,0,0.336899,0,2.355904,0.858228,1.214845,0,0,0,0
1,0,0.288762,-1,0.482209,2.332556,0,1.709175,3,2.595664,2.201928,2.650646,0,0,0,0
1,0,4.919005,0,0.106477,5.475767,2,0.75131,3,1.048989,1.989126,1.838816,0,0,0,0
2,2,0.354124,3,1.210332,0.454865,1,1.941768,1,-1.0,1.858361,3.562593,1,1,0,0
-1,0,0.97282,1,0.470839,2.635563,0,-1.0,1,-1.0,0.548246,-1.0,0,0,0,0
2,1,0.376332,0,1.123601,-1.0,1,0.39476,0,0.782752,0.422824,2.847639,0,0,0,0
2,1,0.234956,4,0.884855,1.163135,0,0.78526,0,0.815339,-1.0,1.348232,0,0,0,0
2,2,0.746488,0,1.301206,1.086608,-1,1.650292,1,0.266404,2.161451,-1.0,1,1,0,0
1,0,0.391493,2,4.767729,1.772535,2,-1.0,0,2.407447,0.480656,1.114155,0,0,0,0
0,1,0.50076,0,0.579156,1.699245,3,0.443487,0,0.914102,0.796291,22.770464,0,0,0,0
2,1,7.434305,0,0.625725,0.562595,1,6.052758,3,3.116948,1.480654,1.156417,1,1,0,1
-1,1,1.529432,0,0.18904,1.132983,4,0.870452,2,0.299089,0.90869,1.083646,0,0,0,1
0,3,2.538236,0,0.822683,0.096875,1,0.10416,2,0.611761,3.181013,2.360947,0,0,0,0
2,0,2.281104,0,1.506622,2.691702,2,2.540339,0,-1.0,0.270374,0.803349,0,0,0,0
0,3,0.904059,3,0.616625,5.440885,1,0.988958,3,1.385679,0.23387,0.452715,0,0,0,0
1,2,0.644218,1,1.516539,1.210009,2,0.843225,3,0.306319,2.991779,4.071631,1,1,0,1
0,2,1.282658,1,0.837354,0.200684,2,0.826633,1,2.51572,1.853561,0.237082,1,1,0,0
1,2,1.18347,1,0.271915,2.102123,0,0.831301,4,0.271228,1.094756,1.044122,0,0,0,0
3,1,0.566201,4,1.366134,0.465907,0,5.306734,3,2.288646,0.716128,-1.0,0,0,0,0
1,0,1.138655,4,0.81397,1.199994,2,1.59127,2,0.375442,1.601063,0.434735,0,0,0,0
2,2,0.493452,2,1.130611,1.984782,1,-1.0,2,3.358436,1.207868,0.26771,1,1,1,0
3,1,0.842436,3,0.567253,1.727112,0,-1.0,0,1.119509,1.349122,0.880303,1,1,0,0
4,2,0.715135,1,0.519233,-1.0,1,5.632052,0,1.410651,0.934637,1.442271,0,0,0,0
0,1,0.281148,1,1.170476,1.157637,1,2.323165,0,0.922154,1.707592,2.850609,0,0,0,1
1,4,0.095259,2,0.794057,1.189296,3,2.68869,0,1.091634,2.505148,0.462355,0,0,0,0
0,2,0.390994,2,5.608472,2.089219,0,1.320708,0,1.086499,-1.0,0.456369,0,0,1,0
-1,0,6.07453,1,2.222717,-1.0,1,2.718112,3,2.025185,1.579736,4.600332,1,1,1,0
4,1,0.73368,1,1.724616,0.502629,3,1.481691,0,0.938973,0.996318,0.626344,0,0,0,0
1,3,2.172695,-1,-1.0,1.571481,2,0.689844,-1,4.315911,1.559733,0.716157,0,0,1,0
3,3,0.119499,3,0.131859,-1.0,0,1.446889,2,0.47896,3.303706,3.383191,1,1,0,0
